84TT, , Ralph Lauren Hoodie / Large /  L /  Yellow  / 84TT,FALSE,£59.95,83.92999999999999, L,Pit to pit: 23" // Shoulder to bottom: 27" , Yellow ,Ralph Lauren,Size on label: L<br>Recommended size: L<br>Pit to pit: 23" // Shoulder to bottom: 27" <br>Colour: Yellow <br>Condition: Very good vintage condition. One small mark on sleeve. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/FAD4C3F3-3845-410E-83CA-791D31C19748.jpg?v=1610365338|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/36D622FA-F76D-4A5C-A23A-3EB40D865CE3.jpg?v=1610365339|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/328AD93A-1AAB-4D33-A96F-AFACCE68EF3D.jpg?v=1610365338|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/1931AB66-B416-43BE-A994-2E2B9D4E4599.jpg?v=1610365339,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/ralph-hoodie
114TT, , Reebok Sweatshirt / Medium /  N/A /  Dark Blue  / 114TT,FALSE,£34.95,54.1775, N/A,Pit to pit: 22" // Shoulder to bottom: 26" , Dark Blue ,Reebok,Size on label: N/A<br>Recommended size: M<br>Pit to pit: 22" // Shoulder to bottom: 26" <br>Colour: Dark Blue <br>Condition: Very good vintage condition but signs of fading & small hole on the cuff of a sleeve. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3175.jpg?v=1603114355|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3177.jpg?v=1603114355|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3176.jpg?v=1603114356,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-reebok-sweatshirt-medium
115TT, , Nike Sweatshirt / Medium /  XL /  Plum / 115TT,FALSE,£39.95,61.4275, XL,Pit to pit: 23" // Shoulder to bottom: 27" , Plum,Nike,Size on label: XL<br>Recommended size: M<br>Pit to pit: 23" // Shoulder to bottom: 27" <br>Colour: Plum<br>Condition: Very good vintage condition but some minor marks please see pictures. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3198.jpg?v=1603111358|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3199.jpg?v=1603111357|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3200.jpg?v=1603111357|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3202.jpg?v=1603111358|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3203.jpg?v=1603111357,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nike-sweatshirt-medium-1
116TT, , Acid Wash Nike Hoodie / Medium /  M /  Dark Blue / Grey Acid Wash  / 116TT,FALSE,£39.95,61.4275, M,Pit to pit: 25" // Shoulder to bottom: 30" , Dark Blue / Grey Acid Wash ,Nike,Size on label: M<br>Recommended size: M<br>Pit to pit: 25" // Shoulder to bottom: 30" <br>Colour: Dark Blue / Grey Acid Wash <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3098.jpg?v=1602843339|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3099.jpg?v=1602843340,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-acid-wash-nike-hoodie-medium
117TT, , Nike 'Fitness Essentials' Sweatshirt / Medium /  M /  Drak Red  / 117TT,FALSE,£64.95,87.6825, M,Pit to pit: 27" // Shoulder to bottom: 27" , Drak Red ,Nike,Size on label: M<br>Recommended size: M<br>Pit to pit: 27" // Shoulder to bottom: 27" <br>Colour: Drak Red <br>Condition: Excellent vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2860_319724a5-2215-46ad-8836-72e3a95daa6d.jpg?v=1601567108|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2861_1d8f54a9-de05-47fe-93ff-bc44949c56a4.jpg?v=1601567108|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2863_e4b385c2-5d42-46a5-bfb4-edb18a5dcb24.jpg?v=1601567108,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nike-fitness-essentials-sweatshirt-medium
118TT, , 80's Adidas 'One World' 1/4 Zip Sweatshirt / Large /  D5 F174 /  Grey  / 118TT,FALSE,£39.95,61.4275, D5 F174,Pit to pit: 23" // Shoulder to bottom: 26" , Grey ,Adidas,Size on label: D5 F174<br>Recommended size: L<br>Pit to pit: 23" // Shoulder to bottom: 26" <br>Colour: Grey <br>Condition: Very good vintage condition! Small mark on the back please see the final photo. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2895_954debe4-8ce7-40e0-bec2-bc5c8939c707.jpg?v=1601397652|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2896_5b95842a-8f7b-4961-af6c-6ab25e6d60c3.jpg?v=1601397652|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2897_4641a2cf-b5d4-43b6-b221-a4ea8b5ba109.jpg?v=1601397652|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2898.jpg?v=1601397651|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2899_f5a24119-bd27-4f41-ae2a-8831fb2927b4.jpg?v=1601397651,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-80s-adidas-one-world-1-4-zip-sweatshirt-large
119TT, , 80's Adidas Sweatshirt / Large /  D5 F174  /  Olive Green  / 119TT,FALSE,£39.95,61.4275, D5 F174 ,Pit to pit: 25" // Shoulder to bottom: 26.5" , Olive Green ,Adidas,Size on label: D5 F174 <br>Recommended size: L <br>Pit to pit: 25" // Shoulder to bottom: 26.5" <br>Colour: Olive Green <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2911_9002ccc3-e40c-4b89-a1b0-244ae2a05fad.jpg?v=1601396672|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2912_c3e8d955-86fb-48f7-b8ac-82e7271cf072.jpg?v=1601396672|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2913_8d0afa03-532a-4341-bc3b-574ffd7615a1.jpg?v=1601396671,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-80s-adidas-sweatshirt-large-2
120TT, , 90's Nike Corduroy Hoodie / Small /  S /  Navy / Grey  / 120TT,FALSE,£44.95,68.67750000000001, S,Pit to pit: 22" // Shoulder to bottom: 26" , Navy / Grey ,Nike,Size on label: S<br>Recommended size: S/M<br>Pit to pit: 22" // Shoulder to bottom: 26" <br>Colour: Navy / Grey <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2961_e340befa-b7e5-4d85-a2e5-2d7feb7a6187.jpg?v=1601223156|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2966_dc65d191-6155-43b5-bf8f-f90e1e670e11.jpg?v=1601223155|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2964.jpg?v=1601223156|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2963_ecc4a44d-8568-4926-bcbc-bb9fa716b40b.jpg?v=1601223155|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2965_d30c9510-0a3b-40dc-bc07-e450ae889af2.jpg?v=1601223156,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-90s-nike-ribbed-hoodie-small
121TT, , 90's Champion 1/4 Zip Sweatshirt / Large /  L /  Dark Grey  / 121TT,FALSE,£39.95,61.4275, L,Pit to pit: 25" // Shoulder to bottom: 28" , Dark Grey ,Champion,Size on label: L<br>Recommended size: L<br>Pit to pit: 25" // Shoulder to bottom: 28" <br>Colour: Dark Grey <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3003_e81c6399-4475-4681-aec4-921ae903f480.jpg?v=1601221395|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3004_f67a4ba3-1a8a-47cb-af72-d415c265f3cc.jpg?v=1601221395|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3005_3ca27c32-7240-4555-b783-4fa6fc7ff87c.jpg?v=1601221395,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-champion-1-4-sweatshirt-large
122TT, , Adidas Sweatshirt / Xtra Large /  N/A /  Red / 122TT,FALSE,£34.95,54.1775, N/A,Pit to pit: 28" // Shoulder to bottom: 30" , Red,Adidas,Size on label: N/A<br>Recommended size: XL<br>Pit to pit: 28" // Shoulder to bottom: 30" <br>Colour: Red<br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2935.jpg?v=1601140392|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2936.jpg?v=1601140393|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2937.jpg?v=1601140393|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2938.jpg?v=1601140392,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-adidas-sweatshirt-xtra-large-2
123TT, , Umbro Sweatshirt / Xtra Large /  XL /  Orange  / 123TT,FALSE,£29.95,48.425, XL,Pit to pit: 27" // Shoulder to bottom: 29" , Orange ,Umbro,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 27" // Shoulder to bottom: 29" <br>Colour: Orange <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2939.jpg?v=1601140243|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2940.jpg?v=1601140242|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2941_502253bb-bec6-4e70-b2b0-ff6d49ba1c67.jpg?v=1601140243,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-umbro-sweatshirt-xtra-large-1
124TT, , Chaps Denim Sweatshirt / Xtra Large /  N/A  /  Red  / 124TT,FALSE,£34.95,54.1775, N/A ,Pit to pit: 26" // Shoulder to bottom: 29" , Red ,Chaps,Size on label: N/A <br>Recommended size: XL<br>Pit to pit: 26" // Shoulder to bottom: 29" <br>Colour: Red <br>Condition: Very good vintage condition! Some minor dirt marks please see pictures. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2997.jpg?v=1601137182|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2998.jpg?v=1601137183|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2999.jpg?v=1601137182|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_3000.jpg?v=1601137182,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-ralph-lauren-chaps-sweatshirt-xtra-large
125TT, , Aztec 1/4 Sweater / Large /  L /  Blue / Cream / Gold  / 125TT,FALSE,£19.95,35.42, L,Pit to pit: 24" // Shoulder to bottom: 26", Blue / Cream / Gold ,Unbranded,Size on label: L<br>Recommended size: L<br>Pit to pit: 24" // Shoulder to bottom: 26"<br>Colour: Blue / Cream / Gold <br>Condition: Excellent vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2917.jpg?v=1600438099|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2918.jpg?v=1600444216,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-aztec-1-4-sweater-large
126TT, , Baja Hoodie / Xtra Large /  XL /  Black / Purple / Blue / Green  / 126TT,FALSE,£19.95,35.42, XL,Pit to pit: 26" // Shoulder to bottom: 29", Black / Purple / Blue / Green ,Unbranded,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 26" // Shoulder to bottom: 29"<br>Colour: Black / Purple / Blue / Green <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2899.jpg?v=1600435711|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2900.jpg?v=1600435711,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-baja-hoodie-xtra-large
127TT, , 00's Nike Full/Zip Sweater / Medium /  M /  Light Blue / Grey  / 127TT,FALSE,£29.95,48.425, M,Pit to pit: 23" // Shoulder to bottom: 28.5" , Light Blue / Grey ,Nike,Size on label: M<br>Recommended size: M<br>Pit to pit: 23" // Shoulder to bottom: 28.5" <br>Colour: Light Blue / Grey <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2866.jpg?v=1600429490|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2867.jpg?v=1600429489,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-00s-nike-full-zip-sweater-medium
128TT, , 00's Nike Fleece / XL /  XL /  Black / 128TT,FALSE,£24.95,40.925, XL,Pit to pit: 25" // Shoulder to bottom: 28.5" , Black,Nike,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 25" // Shoulder to bottom: 28.5" <br>Colour: Black<br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2753_f3e9dce5-02e7-492b-8849-d484dbcea8d1.jpg?v=1600362079|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2754_0002e0ed-a279-4013-8c0a-bd7230d2b9f2.jpg?v=1600362089,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-00s-nike-fleece-xl
129TT, , Nike Zip/up Sweatshirt / XL /  XL /  Dark Blue / 129TT,FALSE,£24.95,40.925, XL,Pit to pit: 25" // Shoulder to bottom: 29" , Dark Blue,Nike,Size on label: XL<br>Recommended size: XL <br>Pit to pit: 25" // Shoulder to bottom: 29" <br>Colour: Dark Blue<br>Condition: Excellent vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2758_e70c19a9-595c-4738-ae50-75469907f185.jpg?v=1600362066|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2761_1ebdcf2f-6d6d-46f9-be67-84f306b19e4b.jpg?v=1600362049|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2759_40c738e7-385c-4c7d-80ee-79c28c3b2b2d.jpg?v=1600362050|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2760_5efbbf57-d649-42c8-85b8-c4fbab7e30f3.jpg?v=1600362049,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nike-zip-up-sweatshirt-xl
130TT, , 00's Nike Air Sweatshirt / Xtra Large /  XL /  Salmon Pink  / 130TT,FALSE,£39.95,61.4275, XL,Pit to pit: 28" // Shoulder to bottom: 29" , Salmon Pink ,Nike,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 28" // Shoulder to bottom: 29" <br>Colour: Salmon Pink <br>Condition: Excellent vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2776_7d9f0d28-c9af-44d3-bac1-57a4e36cd79e.jpg?v=1597765553|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2777_fd2b31b1-278d-4415-b40d-3e5511f17194.jpg?v=1597765553,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-00s-nike-air-sweatshirt-xtra-large
131TT, , Asics Hoodie / Xtra Large /  XL /  Yellow  / 131TT,FALSE,£34.95,54.1775, XL,Pit to pit: 27" // Shoulder to bottom: 30" , Yellow ,Asics,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 27" // Shoulder to bottom: 30" <br>Colour: Yellow <br>Condition: Excellent vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/72B328FA-E546-4E42-B3F7-552823077EAD.jpg?v=1597154309|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2761.jpg?v=1597152295|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2762_48e14aa8-f13a-4604-b7f6-14e78b8cb306.jpg?v=1597152294,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-asics-hoodie-xtra-large
132TT, , USA College Champion Sweatshirt / Xtra Large /  XL  /  Dark Green  / 132TT,FALSE,£34.95,54.1775, XL ,Pit to pit: 24.5" // Shoulder to bottom: 30" , Dark Green ,Champion,Size on label: XL <br>Recommended size: XL<br>Pit to pit: 24.5" // Shoulder to bottom: 30" <br>Colour: Dark Green <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2738_25e1aa34-b62e-4e55-bdec-5a95445996e1.jpg?v=1594302041|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2740_13e0ca5b-fdc9-4c65-9b49-a20c164c328b.jpg?v=1594302041|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2741_f315c79a-e86c-47b2-bcb6-df6a2a2476fb.jpg?v=1594302041,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-usa-college-champion-sweatshirt-xl
133TT, , Fila Sweatshirt / Xtra Large /  XL  /  Black  / 133TT,FALSE,£29.95,48.425, XL ,Pit to pit: 26" // Shoulder to bottom: 29" , Black ,Fila,Size on label: XL <br>Recommended size: XL<br>Pit to pit: 26" // Shoulder to bottom: 29" <br>Colour: Black <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2676_8c0d5b71-3cb2-414c-9e10-b63261f6ce9b.jpg?v=1594135814|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2678_ced788b4-8c4b-4cf5-a25e-95dc114c3ae3.jpg?v=1594135814|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2677_89fbf270-a24e-4381-b0f9-8d3bbd191fc5.jpg?v=1594135814,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-fila-sweatshirt-xtra-large
134TT, , Levis Sweatshirt / Xtra large /  XL /  Light Grey  / 134TT,FALSE,£29.95,48.425, XL,Pit to pit: 28 // Shoulder to bottom: 29.5" , Light Grey ,Levis,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 28 // Shoulder to bottom: 29.5" <br>Colour: Light Grey <br>Condition: Good vintage condition.  ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2679_71899659-6849-4315-8f43-b34e9931f18f.jpg?v=1593447779|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2680_62257c94-b805-470c-bbc4-9299c5dfdd8e.jpg?v=1593447779,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-levis-sweatshirt-xtra-large
135TT, , Ralph Lauren Sweatshirt / Large /  L /  Grey & Red  / 135TT,FALSE,£24.95,40.925, L,Pit to pit: 24" // Shoulder to bottom: 29" , Grey & Red ,Ralph Lauren,Size on label: L<br>Recommended size: L<br>Pit to pit: 24" // Shoulder to bottom: 29" <br>Colour: Grey & Red <br>Condition: Good vintage condition.  ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2691_18622f84-252b-44b4-aa43-7ca62e5c75ab.jpg?v=1593447140|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2692_e5fb861e-4591-4367-9d1e-ace142cc47cc.jpg?v=1593447139|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2693_3ab827ae-d371-4e2a-ad5d-ff43c630c1a7.jpg?v=1593447140,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-ralph-lauren-sweatshirt-large
136TT, , Adidas Sweatshirt / Xtra Large /  XL /  Drak Red / 136TT,FALSE,£22.95,37.925, XL,Pit to pit: 26" // Shoulder to bottom: 28.5" , Drak Red,Adidas,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 26" // Shoulder to bottom: 28.5" <br>Colour: Drak Red<br>Condition: Very good vintage condition.  ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2700_42be455d-019a-4966-a55d-dba1ee5ca46b.jpg?v=1593446842|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2701_847e8b2c-00ce-4fc1-8d88-148bdb8e6a4f.jpg?v=1593446842,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-adidas-sweatshirt-xtra-large-3
137TT, , 90's Adidas Sweatshirt / Xtra Large /  D7 F186  /  Black / 137TT,FALSE,£29.95,48.425, D7 F186 ,Pit to pit: 25" // Shoulder to bottom: 30" , Black,Adidas,Size on label: D7 F186 <br>Recommended size: XL<br>Pit to pit: 25" // Shoulder to bottom: 30" <br>Colour: Black<br>Condition: Good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2704_9dec7a72-4b19-4f9e-b1e9-d6eb5a5b85a7.jpg?v=1593003961|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2705_fe0c627c-86e2-41a2-9130-1588ffe2653f.jpg?v=1593003962|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2707_65c13592-d33e-4add-9802-8e528fdef158.jpg?v=1593003961,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-90s-adidas-sweatshirt-xtra-large
138TT, , Adidas Sweatshirt / Xtra Large /  XL /  Dark Blue  / 138TT,FALSE,£19.95,35.42, XL,Pit to pit: 26" // Shoulder to bottom: 29" , Dark Blue ,Adidas,Size on label: XL<br>Recommended size: XL <br>Pit to pit: 26" // Shoulder to bottom: 29" <br>Colour: Dark Blue <br>Condition: Very good vintage condition.   ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2679_3d481470-42a3-4e08-9ac4-75d9e133aab1.jpg?v=1592837635|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2680_4ca5eed3-846b-4ec2-a439-b0830bcfc006.jpg?v=1592837634|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2681_4b1dc9f0-5938-4746-bf98-31f82a90edd2.jpg?v=1592837635,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-adidas-sweatshirt-xtra-large-1
139TT, , GAP 1/4 Sweatshirt / Xtra Large /  XL /  Navy  / 139TT,FALSE,£19.95,35.42, XL,Pit to pit: 25" // Shoulder to bottom: 28" , Navy ,GAP,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 25" // Shoulder to bottom: 28" <br>Colour: Navy <br>Condition: Very good vintage condition.   ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2693_bb624088-9701-461c-a2db-5a9e7dfdcf92.jpg?v=1592836833|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2695_d9c613a8-8ee4-4efe-a9f5-4dfa54295b79.jpg?v=1592836834|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2696_580820ce-1001-4b31-bacb-c2f01af189eb.jpg?v=1592836834,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-gap-1-4-sweatshirt-xtra-large
140TT, , Nike Hoodie / Large /  L /  Grey  / 140TT,FALSE,£24.95,40.925, L,Pit to pit: 25" // Shoulder to bottom: 26.5" , Grey ,Nike,Size on label: L<br>Recommended size: L<br>Pit to pit: 25" // Shoulder to bottom: 26.5" <br>Colour: Grey <br>Condition: Good vintage condition. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2711_38f37ea8-e90d-4444-9566-0eb656dcd3a3.jpg?v=1592835962|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2712_329e94a4-de17-44cf-ad92-1ae7b1bcd3e2.jpg?v=1592835962|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2713_7e4eb6c3-bacf-424c-9295-11828bc691f3.jpg?v=1592835962,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nike-hoodie-large
141TT, , Puma Sweatshirt / XL /  XL  /  Dark Blue  / 141TT,FALSE,£26.95,43.925, XL ,Pit to pit: 25.5" // Shoulder to bottom: 30" , Dark Blue ,Puma,Size on label: XL <br>Recommended size: XL<br>Pit to pit: 25.5" // Shoulder to bottom: 30" <br>Colour: Dark Blue <br>Condition: Excellent vintage condition.   ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2688_42dacb8d-6efd-4c56-8c5a-a9f37e6a32ce.jpg?v=1592217744|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2689_76bb9b12-3232-4c3b-b434-5ba2f2ee7630.jpg?v=1592217745,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-puma-sweatshirt-xtra-large
142TT, , Nautica 1/4 Sweatshirt / Xtra Large /  XL /  Navy  / 142TT,FALSE,£17.95,32.22, XL,Pit to pit: 24.5" // Shoulder to bottom: 29" , Navy ,Nautica,Size on label: XL<br>Recommended size: XL<br>Pit to pit: 24.5" // Shoulder to bottom: 29" <br>Colour: Navy <br>Condition: Good vintage condition some signs of wear. ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2654.jpg?v=1591797165|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2655.jpg?v=1591797168,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nautica-1-4-sweatshirt-xtra-large
143TT, , Nike 6.0 Zip/Up Hoodie / Large /  L /  Charcoal Grey  / 143TT,FALSE,£14.95,27.42, L,Pit to pit: 23" // Shoulder to bottom: 29" , Charcoal Grey ,Nike,Size on label: L<br>Recommended size: L<br>Pit to pit: 23" // Shoulder to bottom: 29" <br>Colour: Charcoal Grey <br>Condition: Excellent vintage condition!,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2686_dbfda3f2-b5b5-4cb0-ba75-f06b846a27a1.jpg?v=1591794184|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2687_b75d0554-82b1-45d4-8bcd-7bb765b952e2.jpg?v=1591794185,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-nike-6-0-zip-up-hoodie-large
144TT, , Adidas Zip/Up Hoodie / Xtra Large /  XL  /  Red  / 144TT,FALSE,£14.95,27.42, XL ,Pit to pit: 25" // Shoulder to bottom: 29" , Red ,Adidas,Size on label: XL <br>Recommended size: XL <br>Pit to pit: 25" // Shoulder to bottom: 29" <br>Colour: Red <br>Condition: Very good vintage condition! ,http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2729.jpg?v=1591702913|http://cdn.shopify.com/s/files/1/0380/3099/9685/products/DSC_2731.jpg?v=1591702913,https://www.taylorsthrift.com//collections/sweaters-hoodies/products/vintage-adidas-zip-up-hoodie-xtra-large
